"committee","motiondate","motionname_ch","motionname_en","mover","movertype","motionresult","andrewleung","jamesto","leungyiuchung","abrahamshek","tommycheung","josephlee","jeffreylam","wongtingkwong","starrylee","chanhakkan","chankinpor","priscillaleung","wongkwokkin","reginaip","paultse","leungkwokhung","claudiamo","michaeltien","stevenho","frankieyick","wuchiwai","yiusiwing","mafungkwok","charlespetermok","chanchichuen","chanhanpan","leungchecheung","kennethleung","alicemak","kwokkaki","kwokwaikeung","denniskwok","christophercheung","fernandocheung","helenawong","ipkinyuen","elizabethquat","martinliao","poonsiuping","chianglaiwan","lowaikwok","chungkwokpan","alvinyeung","andrewwan","chuhoidick","jimmyng","juniusho","hokaiming","lamcheukting","holdenchow","shiukafai","shiukachun","wilsonor","yunghoiyan","pierrechan","chanchunying","tanyachan","cheungkwokkwan","huichifung","lukchunghung","laukwokfan","kennethlau","chengchungtai","kwongchunyu","jeremytam","nathanlaw","yiuchungyim","lausiulai","sixtusleung","yauwaiching","garyfan","aunokhin","vincentcheng","tonytse","chanhoiyan","eddiechu"
"council",2016-12-08,"陳恒鑌議員動議，經麥美娟議員、盧偉國議員、易志明議員及尹兆堅議員修正的「更新《香港規劃標準與準則》及增加社區設施以優化生活環境」議案","motion moved by hon chan han-pan on “updating the hong kong planning standards and guidelines and increasing community facilities to enhance living environment” as amended by hon alice mak, ir dr hon lo wai-kwok, hon frankie yick and hon andrew wan","chanhanpan","member","passed","present","yes","abstain","absent","yes","yes","absent","absent","yes","yes","yes","yes","yes","absent","yes","abstain","yes","absent","absent","yes","yes","yes","yes","yes","abstain","yes","yes","yes","yes","yes","yes","yes","absent","abstain","yes","yes","yes","yes","absent","yes","yes","absent","yes","yes","abstain","yes","yes","yes","yes","yes","yes","abstain","yes","abstain","yes","yes","yes","yes","yes","yes","absent","absent","yes","yes","absent","abstain","yes","abstain",NA,NA,NA,NA,NA,NA,NA,NA
"council",2016-12-14,"根據《議事規則》第49B(2A)條動議，‘不得就謝偉俊議員動議的譴責議案再採取任何行動’的議案","motion under rule 49b(2a) of the rules of procedure that no further action shall be taken on the censure motion moved by hon paul tse","chanchichuen","member","negatived","present","yes","yes","no","absent","yes","no","no","no","no","no","absent","no","absent","no","yes","yes","absent","no","no","yes","no","no","yes","yes","no","no","yes","no","yes","no","yes","no","yes","yes","yes","no","no","no","no","no","no","yes","yes","yes","no","no","no","yes","no","no","yes","no","absent","yes","absent","yes","no","yes","no","no","absent","absent","yes","yes","yes","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA
"council",2016-12-15,"張國鈞議員對葉建源議員的「下任教育局局長須具備的條件」議案作出的修正案","amendment by hon cheung kwok-kwan to hon ip kin-yuen's motion on “prerequisites for the next secretary for education”","cheungkwokkwan","member","passed","present","no","no","absent","yes","no","yes","yes","yes","yes","yes","absent","yes","absent","yes","absent","absent","yes","yes","absent","no","yes","yes","no","no","yes","yes","no","yes","absent","yes","absent","yes","no","absent","no","yes","yes","yes","yes","yes","absent","no","absent","absent","yes","yes","yes","no","yes","yes","no","yes","yes","absent","absent","no","yes","no","absent","yes","absent","no","no","absent","absent","absent","absent",NA,NA,NA,NA,NA,NA,NA,NA
"council",2016-12-15,"葉建源議員動議，經張國鈞議員修正的「下任教育局局長須具備的條件」議案","motion moved by hon ip kin-yuen on “prerequisites for the next secretary for education” as amended by hon cheung kwok-kwan","ipkinyuen","member","passed","present","no","no","yes","yes","no","yes","yes","yes","yes","yes","absent","yes","absent","yes","absent","absent","yes","yes","absent","no","yes","yes","no","no","yes","yes","no","yes","absent","yes","absent","yes","no","absent","no","yes","yes","yes","yes","yes","absent","no","no","absent","yes","yes","yes","no","yes","yes","no","yes","yes","no","absent","no","yes","no","absent","yes","absent","no","no","absent","absent","absent","absent",NA,NA,NA,NA,NA,NA,NA,NA
"council",2017-01-11,"「爭取手語成為香港官方語言」議案","motion on “striving to make sign language an official language of hong kong”","leungyiuchung","member","negatived","present","yes","yes","yes","abstain","yes","abstain","abstain","abstain","absent","abstain","abstain","abstain","absent","absent","absent","yes","abstain","abstain","abstain","yes","absent","abstain","yes","yes","abstain","abstain","absent","abstain","yes","abstain","yes","abstain","yes","yes","yes","abstain","abstain","abstain","abstain","abstain","absent","yes","yes","absent","abstain","absent","abstain","yes","abstain","abstain","yes","absent","abstain","yes","abstain","absent","absent","yes","abstain","absent","abstain","yes","yes","yes","yes","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA
"council",2017-01-12,"張華峰議員對郭偉强議員的「對下任行政長官的期望」議案作出的修正案","amendment by hon christopher cheung to hon kwok wai-keung's motion on “expectations for the next chief executive”","christophercheung","member","negatived","present","no","no","yes","no","absent","yes","yes","yes","yes","yes","yes","abstain","absent","yes","no","no","absent","absent","absent","no","yes","yes","no","no","yes","absent","no","abstain","absent","abstain","no","yes","no","no","no","yes","yes","absent","yes","yes","absent","no","absent","no","yes","yes","abstain","no","yes","no","no","yes","yes","yes","yes","no","yes","no","absent","yes","absent","absent","no","no","no","absent","no",NA,NA,NA,NA,NA,NA,NA,NA
"council",2017-01-12,"林卓廷議員對郭偉强議員的「對下任行政長官的期望」議案作出的修正案","amendment by hon lam cheuk-ting to hon kwok wai-keung's motion on “expectations for the next chief executive”","lamcheukting","member","negatived","present","yes","abstain","no","no","absent","no","no","no","no","no","no","no","absent","no","abstain","abstain","absent","absent","absent","yes","no","no","yes","abstain","no","absent","yes","no","absent","no","yes","no","abstain","yes","yes","no","no","absent","no","no","absent","yes","yes","abstain","no","no","no","yes","no","no","yes","no","no","yes","no","yes","no","yes","absent","no","absent","absent","yes","yes","abstain","absent","abstain",NA,NA,NA,NA,NA,NA,NA,NA
"council",2017-01-12,"梁耀忠議員對郭偉强議員的「對下任行政長官的期望」議案作出的修正案","amendment by hon leung yiu-chung to hon kwok wai-keung's motion on “expectations for the next chief executive”","leungyiuchung","member","negatived","present","abstain","yes","no","no","absent","no","no","no","no","no","no","no","absent","no","yes","yes","absent","absent","absent","abstain","no","no","yes","yes","no","absent","abstain","no","absent","no","yes","no","yes","abstain","abstain","no","no","absent","no","no","absent","yes","abstain","yes","no","no","no","abstain","no","no","yes","no","no","yes","no","yes","no","abstain","absent","no","absent","absent","abstain","yes","yes","absent","yes",NA,NA,NA,NA,NA,NA,NA,NA
"council",2017-01-12,"羅冠聰議員對郭偉强議員的「對下任行政長官的期望」議案作出的修正案","amendment by hon nathan law to hon kwok wai-keung's motion on “expectations for the next chief executive”","nathanlaw","member","negatived","present","abstain","yes","no","no","absent","no","no","no","no","no","no","no","absent","no","yes","yes","absent","absent","absent","abstain","no","no","yes","yes","no","absent","yes","no","absent","no","yes","no","yes","abstain","abstain","no","no","absent","no","no","absent","yes","abstain","yes","no","no","no","abstain","no","no","yes","no","no","yes","no","yes","no","abstain","absent","no","absent","absent","abstain","yes","yes","absent","yes",NA,NA,NA,NA,NA,NA,NA,NA
"council",2017-01-12,"葉建源議員對郭偉强議員的「對下任行政長官的期望」議案作出的修正案","amendment by hon ip kin-yuen to hon kwok wai-keung's motion on “expectations for the next chief executive”","ipkinyuen","member","negatived","present","yes","abstain","absent","no","absent","no","yes","yes","yes","yes","abstain","yes","absent","yes","abstain","abstain","absent","absent","absent","yes","abstain","abstain","yes","abstain","yes","absent","yes","yes","absent","yes","yes","no","abstain","yes","yes","yes","abstain","absent","yes","no","absent","yes","yes","abstain","no","abstain","yes","yes","yes","no","abstain","yes","yes","yes","abstain","yes","yes","yes","absent","yes","absent","absent","yes","yes","abstain","absent","abstain",NA,NA,NA,NA,NA,NA,NA,NA
"council",2017-01-12,"楊岳橋議員對郭偉强議員的「對下任行政長官的期望」議案作出的修正案","amendment by hon alvin yeung to hon kwok wai-keung's motion on “expectations for the next chief executive”","alvinyeung","member","negatived","present","yes","yes","absent","no","absent","no","no","no","no","no","no","no","absent","no","yes","yes","absent","absent","absent","yes","no","no","yes","yes","no","absent","yes","no","absent","no","yes","no","yes","yes","yes","no","no","absent","no","no","absent","yes","yes","yes","no","abstain","no","yes","no","no","yes","no","no","yes","no","yes","no","yes","absent","no","absent","absent","yes","yes","yes","absent","yes",NA,NA,NA,NA,NA,NA,NA,NA
"council",2017-01-12,"李慧琼議員對郭偉强議員的「對下任行政長官的期望」議案作出的修正案","amendment by hon starry lee to hon kwok wai-keung's motion on “expectations for the next chief executive”","starrylee","member","negatived","present","no","no","absent","no","absent","abstain","yes","yes","yes","yes","abstain","yes","absent","yes","no","no","absent","absent","absent","no","abstain","abstain","no","no","yes","absent","no","yes","absent","yes","no","abstain","no","no","no","yes","abstain","yes","yes","abstain","absent","no","no","no","abstain","yes","yes","no","yes","no","no","yes","yes","yes","abstain","no","yes","no","absent","yes","absent","absent","no","no","no","absent","no",NA,NA,NA,NA,NA,NA,NA,NA
"council",2017-01-12,"「對下任行政長官的期望」議案","motion on “expectations for the next chief executive”","kwokwaikeung","member","negatived","present","no","no","absent","no","absent","no","yes","yes","yes","abstain","abstain","yes","absent","yes","no","no","absent","absent","absent","no","abstain","abstain","no","no","yes","absent","no","yes","absent","yes","no","no","no","no","no","yes","abstain","yes","yes","no","absent","no","no","no","abstain","yes","yes","no","yes","no","no","yes","yes","no","abstain","no","yes","no","absent","yes","absent","absent","no","no","abstain","absent","abstain",NA,NA,NA,NA,NA,NA,NA,NA
"council",2017-01-18,"廢除《〈2016年公眾衞生(動物及禽鳥)(動物售賣商)(修訂)規例〉(生效日期)公告》的擬議決議案","proposed resolution to repeal the public health (animals and birds) (animal traders) (amendment) regulation 2016 (commencement) notice","claudiamo","member","negatived","present","absent","yes","no","no","yes","no","no","no","no","no","no","absent","absent","no","absent","yes","no","no","no","absent","no","no","yes","yes","no","no","yes","no","absent","no","yes","no","yes","yes","yes","no","no","no","no","absent","no","yes","yes","yes","no","no","no","yes","no","no","yes","no","no","abstain","no","yes","no","yes","no","no","absent","yes","yes","yes","yes","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA
"council",2017-01-18,"修訂《〈2016年公眾衞生(動物及禽鳥)(動物售賣商)(修訂)規例〉(生效日期)公告》的擬議決議案","proposed resolution to amend the public health (animals and birds) (animal traders) (amendment) regulation 2016 (commencement) notice","jeremytam","member","negatived","present","absent","yes","no","no","yes","no","no","no","no","no","no","absent","absent","no","absent","yes","no","no","no","absent","no","no","yes","yes","no","no","yes","no","absent","no","yes","no","yes","yes","yes","no","no","no","no","absent","no","yes","yes","yes","no","no","no","yes","no","no","yes","no","no","yes","no","yes","no","yes","no","no","absent","yes","yes","yes","yes","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA
"council",2017-02-09,"梁耀忠議員對陸頌雄議員就「盡快全面檢討政府的服務外判制度」所提，經何俊賢議員修正的議案，作出的修正案","amendment by hon leung yiu-chung to hon luk chung-hung's motion on “expeditiously conducting a comprehensive review of the government’s service outsourcing system” as amended by hon steven ho","leungyiuchung","member","passed","present","yes","yes","absent","absent","yes","no","absent","yes","yes","absent","abstain","yes","absent","no","absent","absent","absent","yes","absent","yes","no","no","yes","yes","absent","absent","yes","yes","yes","yes","absent","no","yes","absent","yes","yes","no","yes","yes","no","no","yes","yes","absent","no","absent","yes","absent","yes","absent","absent","yes","abstain","yes","no","yes","yes","yes","yes","absent","absent","yes","yes","absent","yes","yes","absent",NA,NA,NA,NA,NA,NA,NA,NA
"council",2017-02-09,"莫乃光議員對陸頌雄議員就「盡快全面檢討政府的服務外判制度」所提，經何俊賢議員及梁耀忠議員修正的議案，作出的修正案","amendment by hon charles peter mok to hon luk chung-hung's motion on “expeditiously conducting a comprehensive review of the government’s service outsourcing system” as amended by hon steven ho and hon leung yiu-chung","charlespetermok","member","passed","present","yes","yes","absent","absent","yes","no","absent","yes","yes","absent","abstain","yes","absent","no","absent","absent","absent","yes","no","yes","no","no","yes","yes","absent","absent","yes","yes","yes","yes","absent","no","yes","absent","yes","yes","no","yes","yes","no","no","yes","yes","absent","no","absent","yes","absent","yes","absent","absent","yes","abstain","yes","no","yes","yes","yes","yes","absent","absent","yes","yes","absent","yes","yes","absent",NA,NA,NA,NA,NA,NA,NA,NA
